title,overview,genres,poster_path,vote_average
Memory Lapse,"Sterling must relive the traumatic event of his sister's murder with the help of his therapist, through a device that allows them to enter his mind. By repeatedly traversing his memories, Sterling discovers the shocking truth.","Science Fiction, Crime, Mystery",/nlRdYOmYYRG0vFKsEQlGuG5fBAq.jpg,10.0
The Bad Guys 2,"The now-reformed Bad Guys are trying (very, very hard) to be good, but instead find themselves hijacked into a high-stakes, globe-trotting heist, masterminded by a new team of criminals they never saw coming: The Bad Girls.","Family, Comedy, Crime, Adventure, Animation",/26oSPnq0ct59l07QOXZKyzsiRtN.jpg,7.6
Frankenstein,"Dr. Victor Frankenstein, a brilliant but egotistical scientist, brings a creature to life in a monstrous experiment that ultimately leads to the undoing of both the creator and his tragic creation.","Drama, Fantasy, Horror",/g4JtvGlQO7DByTI6frUobqvSL3R.jpg,7.631
San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.","Action, Drama, Thriller",/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,6.247
Captain America: Civil War,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Adventure, Action, Science Fiction",/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg,7.449
Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled shark hunter embark on a desperate quest to kill the beast before it strikes again.","Horror, Thriller, Adventure",/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,7.683
Elio,"Elio, a space fanatic with an active imagination, finds himself on a cosmic misadventure where he must form new bonds with eccentric alien lifeforms, navigate a crisis of intergalactic proportions and somehow discover who he is truly meant to be.","Animation, Adventure, Science Fiction, Family",/7z8jDiTZZco9moIKpTUImFtTy7o.jpg,6.9
Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.","Adventure, Action, Science Fiction",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,7.588
Lilo & Stitch,The wildly funny and touching story of a lonely Hawaiian girl and the fugitive alien who helps to mend her broken family.,"Family, Science Fiction, Comedy",/ckQzKpQJO4ZQDCN5evdpKcfm7Ys.jpg,7.204
Pizza Movie,"A group of college students go downstairs to their dorm lobby to get a delivery pizza. There's only one issue: They're insanely high on a homemade drug, turning their simple journey down two sets of stairs into a mind-bendingly transformative quest.","Comedy, Adventure, Fantasy",/3rovbwvxJ5eQrWrQnF1VfJoPcMD.jpg,6.465
The Pursuit of Happyness,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Drama,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,7.888
A Serbian Film,"Retired porn star Milos leads a normal family life trying to make ends meet. Presented with the opportunity of a lifetime to financially support his family for the rest of their lives, Milos must participate in one last mysterious film. From then on, Milos is drawn into a maelstrom of unbelievable cruelty and mayhem.","Crime, Horror, Thriller",/yIQqiw3Az5QYNHLCUoCTtxXH24G.jpg,5.451
Grown Ups,"After their high school basketball coach passes away, five good friends and former teammates reunite for a Fourth of July holiday weekend.",Comedy,/cQGM5k1NtU85n4TUlrOrwijSCcm.jpg,6.425
My Pussy is the Best,"A young girl interned in reformatory lives the lesbian relationship with another partner, which makes her an object of desire ...","Comedy, Drama",/wU4z6L19OZZcr52RnBNpZoWyket.jpg,5.0
Love Me Love Me,"After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted.","Romance, Drama",/jfwHKRHRE2X4NTexdzblaioHH51.jpg,6.0
Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,"Animation, Family, Adventure, Comedy",/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,6.2
Ice Age,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age.","Animation, Comedy, Family, Adventure",/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,7.379
Not Alone,"While preparing for a revolutionary space launch, an introverted rocket mechanic and a brilliant astro-botanist spark an unexpected romance—only for three runaway aliens to crash-land in his home, looking for a ride back to the stars.","Animation, Family, Science Fiction, Comedy, Romance",/9HqA8Hxwd7KNs6ttYqRbXtYHLpv.jpg,0.0
The Hangover,"When three friends finally come to after a raucous night of bachelor-party revelry, they find a baby in the closet and a tiger in the bathroom. But they can't seem to locate their best friend, Doug – who's supposed to be tying the knot. Launching a frantic search for Doug, the trio perseveres through a nasty hangover to try to make it to the church on time.",Comedy,/A0uS9rHR56FeBtpjVki16M5xxSW.jpg,7.335
Lucky Star,"In 1940, in France, Jean Chevalin lives with his family in great poverty after deserting the army. Convinced that some people manage better than others, he decides to pretend to be Jewish in order to receive help from smugglers and reach the free zone. This ruse will lead his family on a journey that will gradually dismantle his prejudices.","Comedy, Drama",/cnl5uatyJqD5KyzHItKAEl8FFoM.jpg,5.708
3 Idiots,"Rascal. Joker. Dreamer. Genius... You've never met a college student quite like ""Rancho."" From the moment he arrives at India's most prestigious university, Rancho's outlandish schemes turn the campus upside down—along with the lives of his two newfound best friends. Together, they make life miserable for ""Virus,"" the school’s uptight and heartless dean. But when Rancho catches the eye of the dean's daughter, Virus sets his sights on flunking out the ""3 idiots"" once and for all.","Drama, Comedy",/66A9MqXOyVFCssoloscw79z8Tew.jpg,8.002
Masters of the Universe,"When the evil Skeletor finds a mysterious power called the Cosmic Key, he becomes nearly invincible, seizing Castle Grayskull and the surrounding city. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe which will bestow god-like power upon him. However, courageous warrior He-Man locates the locksmith inventor Gwildor, who created the Key and has another version of it. During a battle, one of the Keys is transported to Earth, where it is found by teenagers Julie and Kevin. Now, both He-Man and Skeletor's forces arrive on Earth searching for the potent weapon.","Action, Fantasy, Science Fiction",/gaUecXFd31V68yOTJPJYaB9YhAf.jpg,5.826
Alien: Romulus,"While scavenging the deep ends of a derelict space station, a group of young space colonizers come face to face with the most terrifying life form in the universe.","Horror, Science Fiction",/b33nnKl1GSFbao4l3fZDDqsMx0F.jpg,7.162
Dhurandhar: The Revenge,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.","Action, Crime, Thriller",/ptTwQES14pr5c3aZvJg56YlYgb1.jpg,7.3
Balls Up,"Two marketing executives go ""balls out"" and pitch a bold full‑coverage condom sponsorship with the World Cup. After their drunken celebration in Brazil sparks a global scandal, they must outrun furious fans, criminals, and power-hungry officials to salvage their careers and make it home alive.","Comedy, Action, Adventure",/xwvJ3WzdJ1OCuDoY8LAxBUlQyig.jpg,5.874
Au Bonheur des Dames,"Denise, an orphaned girl, moves to Paris where she hopes to find work at her uncle's store. But the glamorous department store 'Aux Bonheur des Dames' across the street crushes all the little businesses around. She finds a position there.","Drama, Romance",/lcshMRxDFWDtT2W9ImBeyuYnbg4.jpg,6.257
Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","Drama, Thriller, Mystery",/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg,8.198
Rise of the Conqueror,"In the 14th-century, as the Silk Road crumbles and rival factions tear the land apart, fearless warrior Timur emerges from exile. Stripped of everything, he fights to unite the fractured kingdoms, using strategy and sheer will to carve an empire from chaos. Undefeated in battle and widely regarded as one of history’s greatest military leaders and tacticians, not to mention one of its most brutal, Timur would found the Timurid Empire, which ruled over modern-day Afghanistan, Iran and Central Asia.","History, Action, Adventure, War",/9cRE0DsM6CNIiY9Ah3cd8oc3n1Y.jpg,6.2
Hamnet,"The powerful story of love and loss that inspired the creation of Shakespeare's timeless masterpiece, Hamlet.","Drama, Romance, History",/zIcd6yuBucRNof5t9KVuGBHIhXU.jpg,7.734
Memories of Murder,"A sadistic serial rapist and murderer of young women terrorizes a small province in 1980s South Korea. To prevent further crimes, three increasingly desperate detectives with conflicting methods race against time to unravel the violent mind of the killer in a futile effort to solve the case.","Crime, Drama, Thriller",/jcgUjx1QcupGzjntTVlnQ15lHqy.jpg,8.062
One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.","Thriller, Crime, Comedy",/lbBWwxBht4JFP5PsuJ5onpMqugW.jpg,7.348
365 Days: This Day,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.","Romance, Drama",/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,5.9
The Suicide Squad,"Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.","Action, Comedy, Adventure",/q61qEyssk2ku3okWICKArlAdhBn.jpg,7.459
Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.","Science Fiction, Adventure, Action",/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,7.9
Wicked,"In the land of Oz, ostracized and misunderstood green-skinned Elphaba is forced to share a room with the popular aristocrat Glinda at Shiz University, and the two's unlikely friendship is tested as they begin to fulfill their respective destinies as Glinda the Good and the Wicked Witch of the West.","Drama, Romance, Fantasy",/xDGbZ0JJ3mYaGKy4Nzd9Kph6M9L.jpg,6.908
Savior,What would it look like if Jesus was born in the 21st century? Savior is a contemprary interpretation of the Christmas story set in modern England.,Drama,/wcZleoLz2us9dCxraSivVhyES0z.jpg,0.0
John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","Action, Thriller, Crime",/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,7.71
Milky☆Subway: The Galactic Limited Express - the Movie,"Six delinquents are tasked with cleaning a train as part of a community service program. But when the train suddenly takes off, chaos ensues.","Animation, Action, Adventure, Comedy, Science Fiction",/brQf6Odu4S6WzfVLuXLbOcbsOP2.jpg,9.25
The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","Horror, Thriller",/wVYREutTvI2tmxr6ujrHT704wGF.jpg,7.541
LAJJPAL -  The Endless Journey,"""Lajjpal"" is a compelling narrative following the journey of an ordinary individual seeking divine empowerment to combat the malevolence of evil forces. Fueled by a deep sense of purpose, our protagonist embarks on a transformative quest, delving into the realms of spirituality and courage. As he navigates through trials and tribulations, he discovers the latent strength within himself, bestowed by the benevolence of the divine. With newfound powers, he confronts the darkness that threatens to engulf humanity, embodying the timeless struggle between good and evil. ""Lajjpal"" is a poignant tale of resilience, faith, and the triumph of righteousness over adversity.","Action, Adventure, Drama, Thriller",/z4vATprs4F19iajvRqgK58Q8JQb.jpg,0.0
The Conjuring,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","Horror, Thriller",/wVYREutTvI2tmxr6ujrHT704wGF.jpg,7.54
LAJJPAL -  The Endless Journey,"""Lajjpal"" is a compelling narrative following the journey of an ordinary individual seeking divine empowerment to combat the malevolence of evil forces. Fueled by a deep sense of purpose, our protagonist embarks on a transformative quest, delving into the realms of spirituality and courage. As he navigates through trials and tribulations, he discovers the latent strength within himself, bestowed by the benevolence of the divine. With newfound powers, he confronts the darkness that threatens to engulf humanity, embodying the timeless struggle between good and evil. ""Lajjpal"" is a poignant tale of resilience, faith, and the triumph of righteousness over adversity.","Action, Adventure, Drama, Thriller",/z4vATprs4F19iajvRqgK58Q8JQb.jpg,0.0
Blast,A seemingly ordinary family must unleash their hidden martial arts skills when they clash with a ruthless criminal gang tied to corruption and violence.,"Action, Thriller",/mZZBUaAXSeEeO3RovqJssBQyxfK.jpg,6.926
Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",Comedy,/fVQFPRuw3yWXojYDJvA5EoFjUOY.jpg,6.421
Thor: Ragnarok,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.","Action, Science Fiction, Comedy",/rzRwTcFvttcN1ZpX2xv4j3tSdJu.jpg,7.582
Corpse Bride,"In a 19th-century European village, a young man about to be married is whisked away to the underworld and wed to a mysterious corpse bride, while his real bride waits bereft in the land of the living.","Romance, Fantasy, Animation",/3RAoVTxUk1OzZClscAsynuu670p.jpg,7.592
Vou Nadar Até Você,"Ophelia is a 20-year-old girl who lives with her mother and grew up without a father. She suspects that he is Tedesco, a German artist who has just returned to Brazil. Determined to find him, she sends a letter notifying him of her arrival and that she will swim to him from the Santos bridge. Upon learning of the imminent arrival, Tedesco asks Smutter, his great friend, to start following her closely.",Drama,/aNbcim9eQqi6oRXotRKTlT9ofXF.jpg,2.2
It Follows,A young woman is followed by an unknown supernatural force after a sexual encounter.,"Horror, Mystery",/iwnQ1JH1wdWrGYkgWySptJ5284A.jpg,6.6
The Hobbit: An Unexpected Journey,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","Adventure, Fantasy, Action",/yHA9Fc37VmpUA5UncTxxo3rTGVA.jpg,7.4
Maninilip,"Alex, a young photographer, secretly documents his neighbors’ sex lives. But when he witnesses Luisa being abused by her husband, he uses his camera to help her—and becomes entangled in a passionate affair.","Drama, Thriller",/cHbcN1jelcN7QVKAZKk0q4pbJnT.jpg,7.5
Mexicali,A former special forces contractor is forced out of retirement as an avocado farmer in Mexico when local gangsters try to force him and his family off their farm.,"Action, Drama",/kQbmqipH7YvmILnB0PF8faOEcUp.jpg,7.725
Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures.","Adventure, Science Fiction, Thriller",/jbAvCACjLf1ZG0unB2tdmx5HAf1.jpg,6.6
Green Book,"Tony Lip, a bouncer in 1962, is hired to drive pianist Don Shirley on a tour through the Deep South in the days when African Americans, forced to find alternate accommodations and services due to segregation laws below the Mason-Dixon Line, relied on a guide called The Negro Motorist Green Book.","Drama, Comedy, History",/7BsvSuDQuoqhWmU2fL7W2GOcZHU.jpg,8.226
Good Time,"After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through New York City's underworld to get his brother Nick out of jail.","Crime, Thriller, Drama",/yE1c9hj5Hf8a9KplAdRdhADqUro.jpg,7.21
2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","Science Fiction, Mystery, Adventure",/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,8.05
The Victims,"Detective Yash believes he closed his toughest murder case by arresting killer, Tanay. But a year after the conviction, Tanay resurfaces with a single, horrifying goal: to inflict the same agonizing loss on the detective by making his son the target of a cold, calculated revenge.","Crime, Thriller",/wxVa6xILsEM73MC7Dsjpul46003.jpg,4.0
About Time,"The night after another unsatisfactory New Year's party, Tim's father reveals to him that the men in their family have the ability to travel through time. They can't change history, but they can change what happens and has happened in their own lives. Thus begins the start of a lesson in learning to appreciate life itself as it is, as it comes, and most importantly, the people living alongside us.","Drama, Romance, Fantasy",/ls6zswrOZVhCXQBh96DlbnLBajM.jpg,7.907
How to Make a Killing,"Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.","Comedy, Thriller",/kw7x5mSmHhoeeqwXLwXTBsofD1N.jpg,6.93
Hamburger Heaven,"After intercepting a mysterious tv ad, two twenty-something friends, Mac and Walter, hit the road in search of the mythic Hamburger Heaven. Their trip begins innocuously enough after they secure another buddy, Trevor, as their ride. The journey quickly goes off the rails as they are distanced from civilization and each other, and their codependent relationship is pushed to the extreme.","Comedy, Adventure, Horror",/nmQ1TRDASKl7cK0p2l8VGFdIPpS.jpg,7.0
Mortal Kombat,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.","Action, Fantasy, Adventure",/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,7.05
Eventually,A struggling but capable teenager works through his increasingly odd responsibilities on a family farm.,Drama,/bDltnQSbudnWZXcTB3xyofBOJQy.jpg,10.0
Me Before You,"Lou Clark, a directionless 26-year-old from the English countryside, takes a job at the local castle as a caregiver and companion to a wealthy young banker, Will Traynor. Wheelchair-bound from an accident two years prior, the once adventurous Will has all but given up — that is until Lou determines to show him that life is worth living.","Drama, Romance",/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,7.926
Kingdom of Heaven,"After his wife dies, a blacksmith named Balian is thrust into royalty, political intrigue and bloody holy wars during the Crusades.","Drama, Action, Adventure, History, War",/rNaBe4TwbMef71sgscqabpGKsxh.jpg,7.06
Elden Ring,"A live-action adaptation of the dark fantasy video game, set in the war-torn world of the Lands Between, which was once united by the Elden Ring. Plot details TBA.","Fantasy, Action, Adventure",/3ApvUAl0aw6TKKLkJH3IrEzPpIf.jpg,0.0
The Telephone,"An impressive Vitagraph short, one of many popular firemen-to-the-rescue films of the time.","Drama, Thriller",/oeeoxDaWpr2370MC8OeUh721qRB.jpg,0.0
Wrath of Man,"A cold and mysterious new security guard for a Los Angeles cash truck company surprises his co-workers when he unleashes precision skills during a heist. The crew is left wondering who he is and where he came from. Soon, the marksman's ultimate motive becomes clear as he takes dramatic and irrevocable steps to settle a score.","Thriller, Crime, Drama",/M7SUK85sKjaStg4TKhlAVyGlz3.jpg,7.575
The Beginning.,An artist struggles to create a piece that resonates with her. Follow her along the journey.,Drama,/fc5XL9nZdPp4WRTYsIGJMBZj6Ia.jpg,0.0
Ice Age: Collision Course,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.","Adventure, Animation, Family, Comedy, Science Fiction",/okF78W1AcXAenlYFE3vna9Uuqjp.jpg,6.118
Forbidden Fruits,"Free Eden employee Apple secretly runs a witchy femme cult in the basement of the mall store after hours - with fellow fruits Cherry and Fig. But when new hire Pumpkin challenges their performative sisterhood, the women are forced to face their own poisons or succumb to a bloody fate.","Horror, Comedy",/nSlKzxvXWOeDC9qZiwkhGuTAKkq.jpg,6.1
Girl in the Basement,"Sara is a teen girl who is looking forward to her 18th birthday to move away from her controlling father Don. But before she could even blow out the candles, Don imprisons her in the basement of their home.","Thriller, Crime, TV Movie",/tPP9n6r5QrIKPnshnJqE7klptj2.jpg,7.57
Caged Fury,"Kat arrives in Los Angeles to audition for movies. However, after meeting a sleazy producer, she and her new friend find themselves in a women's prison run by sadistic guards and a lesbian warden.",Action,/bkDD3t7z5mIOOb7WLDMieF9nVnL.jpg,4.1
Cocktail 2,"After a decade together, Diya and Kunal's relationship is shaken when Ally, an old friend, re-enters their lives. What begins as a plan between two women spirals into chaos, triggering hilarious, emotional rollercoaster none of them saw coming.","Romance, Comedy",/oIQmtByV1LtEQSwM4EpdLTyoSlM.jpg,5.6
Pride & Prejudice,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","Drama, Romance",/o8UhmEbWPHmTUxP0lMuCoqNkbB3.jpg,8.055
Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","Adventure, Comedy, Family, Fantasy",/iKP6wg3c6COUe8gYutoGG7qcPnO.jpg,7.039
Evil Dead Rise,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.","Horror, Thriller",/5ik4ATKmNtmJU6AYD0bLm56BCVM.jpg,6.94
Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","Science Fiction, Drama, Thriller",/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,7.936
Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.","Fantasy, Action, Adventure",/ddJcSKbcp4rKZTmuyWaMhuwcfMz.jpg,7.232
The Debut,"When Mona Friedman is cast in a bit part at a small community theater, she transforms from a shy, unassuming housewife into a zealous method actor willing to do anything to protect the artistic integrity of her marginal role—even if it means waging war against the show’s domineering director.","Music, Comedy, Drama",/5CZdxLiBpYMBXwo0rur6YzZTVP4.jpg,0.0
Primate,"College student Lucy and her friends spend their vacation at her family's home in Hawaii, which includes her pet chimpanzee, Ben. However, when Ben contracts rabies after being bitten by a rabid animal, the group must fight for their lives in order to avoid the now-violent chimp.","Horror, Thriller",/rKleYiEj4pFqxedTRWfujLooi84.jpg,6.537
Ip Man: Kung Fu Legend,"In 1950s Hong Kong, British merchants and Chinese triads have joined forces to expand their territory, forcibly demolishing factories without regard for public welfare. This move draws fierce opposition from Ip Man, standing up for the workers, he faces pressure from all sides. Framed for murder, he is sent to prison. Within the prison walls, the triads set multiple deadly traps. Can Ip Man overcome these trials, escape the danger, and clear his name?",Action,/m3Low6jJrKXHSYFpXNkmYsG1Q6I.jpg,0.0
Dhurandhar: The Revenge,"As rival gangs, corrupt officials and a ruthless Major Iqbal close in, Hamza's mission for his country spirals into a bloody personal war where the line between patriot and monster disappears in the streets of Lyari.","Action, Crime, Thriller",/ptTwQES14pr5c3aZvJg56YlYgb1.jpg,7.3
Sweet Hot Lisa,"80's Italian sleaze with the luscious Claudia Rocchi, Italian porno regular Guia Lauri Filzi, and softcore actress Annj Goren.  The film is about Lisa, a young pretty wife stuck with an older husband who cannot satisfy her sexually nor in other ways.  She becomes bored with her everyday life and cheats on her husband sleeping with another older man.  Still not satisfied she hooks up with a rich man (Enzo Fisichella) who introduces her to a young stud (Mario Cutini) and his two lesbian playmates (Guia Lauri Filzi and Annj Goren). At the party Lisa is taken by the young man while the others watch. This seems to do the trick for Lisa. Her curiosity for the young man deepens and she wants to see him again. However, it turns out that he is a very rude partner instead of the gentle lover that she wanted.  Shot in Rome, Italy.",Drama,/taoUcLRMSijDDySXv9AT2oX9BmO.jpg,4.9
The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.","Animation, Adventure, Comedy, Family",/iOH0fEFtV9z9rZp9zmBFGGeWicv.jpg,6.281
Shutter Island,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by troubling visions and a mysterious doctor.","Drama, Thriller, Mystery",/nrmXQ0zcZUL8jFLrakWc90IR8z9.jpg,8.198
The Dark Knight Rises,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","Action, Crime, Drama, Thriller",/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg,7.796
Kung Fu Panda,"Chosen by prophecy but doubted by all, Po is an unlikely choice for the mystical title of the Dragon Warrior—a clumsy panda thrust into the world of kung fu as a deadly enemy threatens the Valley of Peace. Under reluctant guidance by Master Shifu and the Furious Five, Po must embrace who he is to unlock the power that no scroll can teach.","Action, Animation, Comedy, Family",/wWt4JYXTg5Wr3xBW2phBrMKgp3x.jpg,7.328
The Twilight Saga: Breaking Dawn - Part 1,Bella Swan and Edward Cullen's honeymoon phase is abruptly disrupted by betrayals and unforeseen tragedies that endanger their world.,"Adventure, Fantasy, Romance",/qs8LsHKYlVRmJbFUiSUhhRAygwj.jpg,6.188
How to Make a Killing,"Disowned at birth by his obscenely wealthy family, blue-collar Becket Redfellow will stop at nothing to reclaim his inheritance, no matter how many relatives stand in his way.","Comedy, Thriller",/kw7x5mSmHhoeeqwXLwXTBsofD1N.jpg,6.9
Masters of the Universe,"When the evil Skeletor finds a mysterious power called the Cosmic Key, he becomes nearly invincible, seizing Castle Grayskull and the surrounding city. The Sorceress is now Skeletor's prisoner and he begins to drain her life-force as he waits for the moon of Eternia to align with the Great Eye of the Universe which will bestow god-like power upon him. However, courageous warrior He-Man locates the locksmith inventor Gwildor, who created the Key and has another version of it. During a battle, one of the Keys is transported to Earth, where it is found by teenagers Julie and Kevin. Now, both He-Man and Skeletor's forces arrive on Earth searching for the potent weapon.","Action, Fantasy, Science Fiction",/gaUecXFd31V68yOTJPJYaB9YhAf.jpg,5.826
The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","Science Fiction, Action, Adventure",/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,7.6
Ice Age: Collision Course,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.","Adventure, Animation, Family, Comedy, Science Fiction",/okF78W1AcXAenlYFE3vna9Uuqjp.jpg,6.118
Princess Mononoke,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","Adventure, Fantasy, Animation",/cMYCDADoLKLbB83g4WnJegaZimC.jpg,8.321
Ready Player One,"When the creator of a popular video game system dies, a virtual contest is created to compete for his fortune.","Adventure, Action, Science Fiction",/pU1ULUq8D3iRxl1fdX2lZIzdHuI.jpg,7.588
Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,"Action, Crime, Thriller",/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg,7.218
