title,overview,genres,poster_path,vote_average
Obsession,"After breaking the mysterious ""One Wish Willow"" to win his crush's heart, a hopeless romantic finds himself getting exactly what he asked for but soon discovers that some desires come at a dark, sinister price.","Horror, Thriller",/bRwnj8WEKBCvmfeUNOukJPwB43K.jpg,8.271
Toy Story 5,"When Bonnie receives a Lilypad tablet as a gift and becomes obsessed, Buzz, Woody, Jessie and the rest of the gang's jobs become exponentially harder when they have to go head to head with the all-new threat to playtime.","Animation, Family, Comedy, Adventure",/ovGJ69DW9T0nFCw8uDegqCzu9rh.jpg,7.4
Disclosure Day,"A cybersecurity expert becomes a whistleblower after uncovering secrets about aliens, putting him on the run from a corporation. Meanwhile, a meteorologist experiencing strange phenomena joins forces with him to prove there's life beyond our understanding.","Science Fiction, Thriller",/9XKXO68h0KGMCQ9ZZEdP0DWfcXS.jpg,6.7
Backrooms,A strange doorway appears in the basement of a furniture showroom.,"Horror, Mystery, Science Fiction",/rhGx6E3qRNMgj3i5su2oukNHwIQ.jpg,6.8
Scary Movie,"Twenty-six years after outrunning a suspiciously familiar masked killer, the Core Four are back in the killer's crosshairs and no horror movie IP is safe.",Comedy,/1KlYdWoOrbL5ux357rW9LC155qw.jpg,5.407
The Devil Wears Prada 2,"Andy Sachs returns to Runway as Miranda Priestly navigates a new media landscape and Runway's position within. The duo reconnect with former assistant Emily Charlton, now the head of a luxury brand that possesses funding which could ensure Runway's survival.","Comedy, Drama",/fCAURTUx3YfsJ8k9I0UamjSILiR.jpg,7.019
The Furious,"After Wang Wei's daughter is kidnapped by a criminal network and he receives no help from the corrupt police, Wei sets out to find her himself. His only ally is Navin, a relentless journalist whose wife has mysteriously disappeared. Fueled by a furious vengeance, the unlikely duo ruthlessly battle the kidnappers in this explosive martial arts showdown.","Action, Crime, Thriller",/mwRspK4RPa5dSYS4Aul8KyZ1qcW.jpg,7.7
Citizen Vigilante,"A man takes justice into his own hands, hunting down criminals. His vigilante crusade makes him a social media star but puts him at odds with the local police chief.","Thriller, Action, Crime",/6LmJD3Wohe0g4U62wgi7RyJqfE4.jpg,6.597
Deep Water,A group of international passengers on a flight from Los Angeles to Shanghai is forced to make an emergency landing in shark-infested waters. The terrified group is forced to work together and overcome their differences if they hope to escape their sinking plane and the frenzy of sharks drawn to the wreckage.,"Horror, Thriller",/kjcuS7xaRyqRjVaVcH4t0qHshuX.jpg,7.176
Your Heart Will Be Broken,"High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.",Romance,/7wIBfBl2gejt6xHxNSK0reVIm7E.jpg,7.079
Michael,"The story of Michael Jackson, one of the most influential artists the world has ever known, and his life beyond the music. His journey from the discovery of his extraordinary talent as the lead of the Jackson Five, to the visionary artist whose creative ambition fueled a relentless pursuit to become the biggest entertainer in the world, highlighting both his life off-stage and some of the most iconic performances from his early solo career.","Music, Drama",/zm0KAbOjlt9eR5y7vDiL2dEOwMl.jpg,8.706
Enola Holmes 3,"Adventure follows detective Enola Holmes to Malta, where her plans to tie the knot unravel when Sherlock's disappearance plunges her into a perilous case.","Adventure, Crime, Mystery",/7kRYHH9H9PjBFwz1FprbHB2AAjI.jpg,7.016
Minions & Monsters,"This is the rambunctious, ridiculous and totally true story of how the Minions conquered Hollywood, became movie stars, lost everything, unleashed monsters onto the world and then banded together to try and save the planet from the mayhem they had just created.","Adventure, Animation, Comedy, Family, Fantasy",/nz7i42yhLIJ4ve9JKgM6NthoLHO.jpg,6.371
Passenger,"After a young couple witnesses a gruesome highway accident, they soon realize they did not leave the crash scene alone, as a demonic presence called the Passenger that won't stop until it claims them both turns their van life adventure into a nightmare.","Horror, Thriller",/2sOEJzhPzjTkZSlPbGxOJ7xgIyS.jpg,5.679
Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction.","Science Fiction, Adventure",/yihdXomYb5kTeSivtFndMy5iDmf.jpg,8.675
The Shawshank Redemption,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.","Drama, Crime",/9cqNxx0GxF0bflZmeSMuL5tnGzr.jpg,8.724
The Get Out,"A nightclub owner is on the verge of leaving his dangerous past behind for retirement with his girlfriend. When masked gunmen rob him and he finds himself squeezed by ruthless cartels, a mysterious newcomer arrives with an interest in buying the business. With danger closing in from all sides, he must navigate a deadly web of deception, power, and survival  -  where escape may no longer be an option.","Action, Thriller",/zlkeH0s7dDxcnuPcHBqAyXFUxqN.jpg,6.452
Mortal Kombat II,"The fan favorite champions—now joined by Johnny Cage himself—are pitted against one another in the ultimate, no-holds barred, gory battle to defeat the dark rule of Shao Kahn that threatens the very existence of the Earthrealm and its defenders.","Action, Fantasy, Adventure",/hwRdDFIhaEmpRgoki805YvyyjZf.jpg,7.98
Damage,The life of a respected British politician at the height of his career crumbles when he becomes obsessed with his son's lover.,"Drama, Romance",/alf3JOPP7EYP0iO24gwe5YfRnqo.jpg,6.6
The Super Mario Galaxy Movie,"Having thwarted Bowser's previous plot to marry Princess Peach, Mario and Luigi now face a fresh threat in Bowser Jr., who is determined to liberate his father from captivity and restore the family legacy. Alongside companions new and old, the brothers travel across the stars to stop the young heir's crusade.","Family, Comedy, Adventure, Fantasy, Animation",/eJGWx219ZcEMVQJhAgMiqo8tYY.jpg,8.25
The Sheep Detectives,"George Hardy is a shepherd who reads detective novels to his beloved sheep every night, assuming they can't possibly understand. But when a mysterious incident disrupts life on the farm, the sheep realize they must become the detectives. As they follow the clues and investigate human suspects, they prove that even sheep can be brilliant crime-solvers.","Mystery, Comedy, Family",/TEaSqmI6TZQVimULYbingDIdXT.jpg,7.8
Satluj,"Triggered by the search for his missing aunt, human rights activist Jaswant Singh Khalra takes on a broken system in a courageous fight to uncover the conspiracy behind thousands of disappearances and extrajudicial killings during the nadir of Punjab’s period of insurgency.","Crime, Drama, History",/hm4ou83RwLVwNj3HsmQuqC1qkWy.jpg,8.4
Avatar Aang: The Last Airbender,"Avatar Aang, the world's last Airbender, learns of an ancient power that could save his culture from extinction. With the help of his friends, he embarks on a global quest to find it before it falls into the wrong hands and threatens to upend the peace they sacrificed everything to achieve.","Animation, Action, Adventure, Fantasy",/3sgnSfNT27Bx5O5ukr7B26mhEQq.jpg,0.0
Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.","Science Fiction, Adventure, Fantasy",/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg,7.619
Supergirl,"When an unexpected and ruthless adversary strikes too close to home, Kara Zor-El, aka Supergirl, reluctantly joins forces with an unlikely companion on an epic, interstellar journey of vengeance and justice.","Action, Adventure, Science Fiction",/moejGxR2haap29d9NQ7qe8x4eGj.jpg,6.212
Lee Cronin's The Mummy,"The young daughter of a journalist disappears into the desert without a trace—eight years later, the broken family is shocked when she is returned to them, as what should be a joyful reunion turns into a living nightmare.","Horror, Mystery",/1q308iixueCU4pFtSYugNOevtNx.jpg,8.0
A Flame in My Heart,"Mércedès, an actress from Paris attempts to break off a difficult relationship with the jealous and possessive stalker Johnny. She meets newspaper writer Pierre and goes with him for an afternoon fling. Before the sweat even dries, she finds herself hopelessly in love with him. But soon after their affair begins, he is called off on a business trip leaving the suddenly distraught Mércedès alone. Though preparing for a new play, she is unable to concentrate and barely able to function. Mércedès quits the production, locks herself in Pierre's apartment and quietly begins falling apart, collapsing into a bleak, reclusive madness until his return.",Drama,/qI2cTls7msoXF4wIqju7klqiZ6Y.jpg,6.1
The Mandalorian and Grogu,"The evil Empire has fallen, and Imperial warlords remain scattered throughout the galaxy. As the fledgling New Republic works to protect everything the Rebellion fought for, they have enlisted the help of legendary Mandalorian bounty hunter Din Djarin and his young apprentice Grogu.","Action, Adventure, Science Fiction",/5Vi8dSauVwH1HOsiZceDMbRr1Ca.jpg,6.671
Moana,"Moana answers the Ocean's call and, for the first time, voyages beyond the reef of her island of Motunui with the infamous demigod Maui on an unforgettable journey to restore prosperity to her people.","Family, Fantasy, Comedy, Adventure",/zKVgiv5qHCvCLT4A2ymJi5QeXDH.jpg,4.7
Graphic Desires,"When reclusive Franklin cheats on his partner with a mysterious girl he meets on a dating app, it becomes the start of a deadly obsession.","Thriller, Crime",/3BjLdTWRiHc1ISIZMFvToOmghOM.jpg,7.068
The Odyssey,"Odysseus, the legendary King of Ithaca, embarks on a long and perilous journey home following the Trojan War. Throughout his voyage, he is forced to confront the whims of gods, mythological monsters, and trials that stretch both his cunning and his humanity to the breaking point.","Adventure, Action, Fantasy",/5rhTDKUhPYvpdQIijFIs5VoWsON.jpg,4.0
Little Brother,"A tightly wound realtor's picture-perfect life gets an extreme makeover when his lovably chaotic ""little brother"" suddenly reappears.",Comedy,/hIJpXb7Xaje2mebN9ylsS7blQzP.jpg,6.422
Dolly,"Young Macy is abducted by a deranged, monstrous figure who wants to raise her as its child.",Horror,/sTPUg3XtdcKRAS5Vwsi1GYPFhNZ.jpg,5.988
Swapped,"A small woodland creature and a majestic bird, two natural sworn enemies of the Valley, magically trade places and set off on an adventure of a lifetime to switch back. Their journey soon uncovers a greater threat—one that could endanger not only their species, but the entire valley they call home.","Adventure, Animation, Family, Fantasy",/tHhxWxge06goXU6ZQH1hj7vK8Hd.jpg,8.916
Night of the Living Dead,A ragtag group barricade themselves in an old Pennsylvania farmhouse to remain safe from a horde of flesh-eating ghouls ravaging the Northeast.,Horror,/5l0klDtj2v4FMFOGGCEH23AQb30.jpg,7.667
Spider-Man: Brand New Day,Fighting crime full-time as Spider-Man in a world that doesn't remember him—and the pressure of seeing his old friends move on without him—sparks a change in Peter Parker he may not have the power to control. But that transformation might also be the only thing that can stop a shocking new threat to the city and those he loves - a powerful villain no one can even see.,"Science Fiction, Action, Adventure",/yyB2VJEW3an2xCdcYCPQhn9QERR.jpg,0.0
Hoppers,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.","Adventure, Animation, Comedy, Family, Science Fiction",/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,8.2
Toy Story 4,"Woody has always been confident about his place in the world, devoted to taking care of his kid—whether that's Andy or Bonnie. But after Bonnie creates a reluctant new toy called ""Forky"", a road trip adventure alongside old and new friends challenges everything Woody believes about loyalty, purpose, and what it truly means to be a toy.","Family, Comedy, Animation, Adventure",/w9kR8qbmQ01HwnvK4alvnQ2ca0L.jpg,7.5
Demon Slayer: Kimetsu no Yaiba Infinity Castle,"The Demon Slayer Corps are drawn into the Infinity Castle, where Tanjiro, Nezuko, and the Hashira face terrifying Upper Rank demons in a desperate fight as the final battle against Muzan Kibutsuji begins.","Animation, Action, Fantasy",/fWVSwgjpT2D78VUh6X8UBd2rorW.jpg,7.726
The Punisher: One Last Kill,"As Frank Castle searches for meaning beyond revenge, an unexpected force pulls him back into the fight.","Action, Drama, Crime",/qQclTgLMDvGBuUBFGHRipxkEwWR.jpg,8.34
Voicemails for Isabelle,"A young woman's hilariously confessional voicemails to her late sister are unknowingly redirected to a stranger, who begins to fall in love from afar.","Romance, Comedy",/canZTWSxACSnAluir3dCtMxKpA1.jpg,8.386
In the Grey,"A covert team of elite operatives are living in the shadows. When a ruthless despot steals a billion-dollar fortune, they're sent to take it back—an impossible heist that erupts into a deadly game of strategy, deception and survival.","Action, Thriller",/dQgIcW6Th08kMRf2HBoYWoFE6OD.jpg,7.221
Zombies of the Third Reich,"During WW2, a group of assembled allied forces are sent to a secret nuclear bunker occupied by Nazi Germany to uncover the operations of what's been occurring there. But when they discover the bunker is infested with rabid, zombie, super-humans in a nuclear testing operation gone wrong, they must destroy every last one in hopes of survival.","Horror, History",/hjrgOWoruk9ea0tXaN8l2gtmkeH.jpg,4.833
Vixen!,"In a Canadian mountain resort, Vixen Palmer resides with her naive pilot husband Tom. While he's away flying in tourists, she sleeps with practically everybody including a husband and his wife, and even her biker brother. However, the only one she won't bed is her brother's friend... who is Black.",Drama,/9KMZWDA3xTrlgrScqdMisINQmsh.jpg,5.524
Kill Code,"North America has been divided into four main quadrants. A power-hungry corporation has taken over the conventional prison system and made criminals the new law enforcers.  The owner of that corporation, nanoscientist Eion Prescott, created a nano-virus called Onyx. Which is distributed through deadly watches to criminals. First, infecting them. Then, forcing them into eliminating each other for freedom. Who can topple the corporation's entire system from within?","Action, Thriller, Science Fiction",/7yy4cVr9obHOZC9lj3uct4DwDEn.jpg,5.5
Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Family, Comedy, Animation, Adventure",/uXDfjJbdP4ijW5hWSBrPrlKpxab.jpg,7.981
Madness,"An escaped convicted murderer invades the cottage of a man, his wife and the wife's sister, whereupon he proceeds to torment this already dysfunctional trio with rape and violence.","Thriller, Action, Crime",/gV0J0Fqw2mYMtQbzb0ruxv9MAeZ.jpg,5.265
Welcome to the Jungle,"A group of quirky characters gets stuck in a dangerous jungle during a chaotic mission. Filled with confusion, criminals, and hilarious situations, they must work together to survive and find their way out.","Action, Comedy, Adventure, Crime",/1JlfUuvvX5xLP2LIDah4JhWUtTx.jpg,5.023
Rita,"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",Drama,/pXENxAzOBrTSDJGxDcUnlNTNmWr.jpg,6.333
Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Adventure, Drama, Science Fiction",/yQvGrMoipbRoddT0ZR8tPoR7NfX.jpg,8.481
The Adolescent,"In the summer of 1939, 13-year-old Marie goes with her parents to visit her grandparents in a small town near Avignon. Marie discovers her femininity and falls for a young Jewish doctor, but he prefers Eva, Marie's mother.",Drama,/v7yCEzF9BCF82lbp42X5ZLjIieo.jpg,4.625
Beware the Boogeyman,"For her first day of orientation, Dr. Tristian Mackenzie makes her way to the Silverdale Psychiatric Hospital for the criminally insane, where she learns of the strange series of cases from the similarly strange Dr. Moon.","Horror, Thriller",/2Hm5IP9lPW9DfwNSGkghCEMeUBK.jpg,4.214
Tom Clancy's Jack Ryan: Ghost War,"Jack Ryan is reluctantly pulled back into espionage when an international covert mission unravels a deadly conspiracy. Racing against time, he joins CIA allies Mike November & James Greer and sharp MI6 officer Emma Marlowe to battle a rogue black-ops unit in a high-stakes, deeply personal fight.","Action, Thriller",/8ehYxUh5MWE41AeE9gkHE8DKzvB.jpg,7.009
The Shadow's Edge,Macau Police brings the tracking expert police officer out of retirement to help catch a dangerous group of professional thieves.,"Action, Crime, Drama, Thriller",/cHKo3m8N1fwvEy2ZEr0xGmmMODV.jpg,7.868
Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.","Animation, Adventure, Comedy, Mystery, Family",/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,7.673
Freakier Friday,"Years after Tess and Anna endured an identity crisis, Anna now has a daughter of her own and a soon-to-be stepdaughter. As they navigate the myriad challenges that come when two families merge, Tess and Anna discover lightning might indeed strike twice.","Comedy, Fantasy, Family",/9wV65OmsjLAqBfDnYTkMPutXH8j.jpg,6.8
Like a Brother,"Sebastien is a small town boy who moves to Paris and begins to explore the gay night life there. When a friend from back home calls to announce he's coming to Paris, Sebastien confronts some unrequited feelings.","Drama, Romance",/tiAKYNJEpMnS8L1nKqEYC5yjm0C.jpg,4.2
Wings of Dread,"Air police officer Gu Chaoyang encounters a hijacking crisis on his flight back to China. With his extremely high professional ethics, he fights desperately to stop the hijacker, and a life-and-death struggle that takes place at an altitude of ten thousand meters begins.","Action, Crime, Thriller",/iCnTJwkAMwIvaZgwpPHJJHfV0Er.jpg,5.167
Evil Dead Burn,"After the loss of her husband, a woman seeks solace with her in-laws. As one by one they transform into deadites, she comes to discover that the vows she took in life - survive even in death.","Horror, Thriller",/ztadKzIIR0ERYqpHteaPFtk7inP.jpg,7.6
War of the Worlds,"Will Radford is a top analyst for Homeland Security who tracks potential threats through a mass surveillance program, until one day an attack by an unknown entity leads him to question whether the government is hiding something from him... and from the rest of the world.","Science Fiction, Thriller",/yvirUYrva23IudARHn3mMGVxWqM.jpg,4.104
Your Fault: London,"Nick and Noah are both embarking on life-changing adventures that are threatening to pull them apart—Nick in business with his father and Noah starting a fresh chapter at Oxford University. Now living separate lives, and meeting new people, they find themselves entangled in temptations, rivalries, and betrayals and their bond is tested like never before. As secrets unravel and temptation rises, they must fight to hold onto each other—or risk losing everything.","Romance, Drama",/nLxu237EJAisFCYKK48hN9Plobx.jpg,7.5
Apex,A grieving woman pushing her limits on a solo adventure in the Australian wild is ensnared in a twisted game with a cunning killer who thinks she's prey.,"Action, Thriller",/eTp7gSPkSF3Aw79mNx1NkBP1PZT.jpg,6.837
Chinese Four Given Names People Prostitute: Li Xiangjun,"The ancient costume ethics film ""Four Famous Prostitutes: Li Xiangjun"", the peerless singer and legendary Li Xiangjun is from Qinhuai, beautiful and charming, and works equally well in poetry and music. After making love with Hou Chaozong, he stayed alone in the empty building and was forced by Ruan Dacheng to serve wine and have fun. Li Xiangjun angrily reprimanded the traitor and was sentenced to hard labor in the palace. Jinling City was destroyed, and Li Xiangjun shaved off her hair to become a nun, and was taken home by Hou Chaozong. After Hou became a nobleman in the Qing Dynasty, she committed suicide in anger. Hou erected a stone tablet for Xiangjun. Containing depression, my husband is ashamed of the small print in this life.","Romance, History",/oKtKHLaGqAXNKiADg3hzcQcr1ps.jpg,2.5
Seven Snipers,"When a former elite sniper is hunted down by the ruthless warlord who once held her captive, she must fight to the death to protect the daughter she has raised in hiding, on a remote Australian farm.","Action, Thriller",/pK6tGCG6UAgUT5FTq3ylGErHxQQ.jpg,5.75
Poppea's Hot Nights,Poppea's Hot Nights (Italian: Le calde notti di Poppea) is a 1969 Italian comedy film set in Ancient Rome. It was written and directed by Guido Malatesta and stars Olga Schoberová (credited as Olinka Berova) and Brad Harris in the main roles.,Comedy,/g1kB4f7aZBJnU2XZILZ8TsyDVVM.jpg,4.7
El mal,"“El mal is basically a suspense story, where the audience senses that something disturbing is going to happen, but doesn't know how or when. But it also aims to get the viewer to question their own certainties, their capacity to love and to accept their own dark side.”","Thriller, Horror",/fZWqXuy6UAgnc9ySFyZhXaB2DoR.jpg,5.833
GOAT,"A small goat with big dreams gets a once-in-a-lifetime shot to join the pros and play roarball, a high-intensity, co-ed, full-contact sport dominated by the fastest, fiercest animals in the world.","Animation, Comedy, Family",/wfuqMlaExcoYiUEvKfVpUTt1v4u.jpg,8.117
Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.","Action, Adventure, Science Fiction",/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,7.934
"Pussycat, Pussycat, I Love You",An American playwright living in Rome consults a quack psychiatrist to combat his fears of balding and save his failing marriage.,Comedy,/5NG3iF6mli8QMJYNsbzWxzW04t4.jpg,4.32
Midnight Matinee,"Even though a devastating murder took place during a small town's horror film festival two years earlier, townspeople want another festival.","Horror, Mystery, Thriller, TV Movie",/czam6wq46B9UCZvq85vicElckFq.jpg,5.4
Ghost Stories,,Horror,/m4ALMhsuqOOUkkABvgQWfrgoL8y.jpg,6.2
Kraken,"A marine biologist is doing research on a fish farm when she encounters several strange occurrences. Along with the brutal deaths of two teenagers, all signs point to the deep fjord; can there be more to the depths than the eye can see?","Horror, Action, Thriller",/xdZ8k5s8DTwWyPBMIcflrYLgcAK.jpg,6.4
Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Science Fiction, Adventure",/xlaY2zyzMfkhk0HSC5VUwzoZPU1.jpg,8.372
Masters of the Universe,"After being separated for 15 years, the Sword of Power leads Prince Adam back to Eternia, where he discovers his home shattered under the fiendish rule of Skeletor. To save his family and his world, Adam must join forces with his closest allies, Teela and Duncan/Man-At-Arms, and embrace his true destiny as He-Man — the most powerful man in the universe.","Action, Fantasy, Science Fiction",/3YMd9Ogae4rDKLWuAZFuse9xhc5.jpg,6.933
Detective Conan: Fallen Angel of the Highway,"When a string of deadly highway incidents begin, Conan Edogawa's investigations point towards an orchestrated plot rather than mere accidents. As he uncovers a conspiracy involving hidden identities and advanced technology, the case escalates into a high-speed race against time to stop a calculating mastermind before more lives are lost.","Animation, Action, Mystery, Crime",/tqlOfb1ekyVYpDumiL9MsK6uirw.jpg,8.0
Mai-chan's Daily Life,"Miyako starts a live-in maid job and quickly discovers that housecleaning is the least of her duties, as her employers use the maids in their twisted fantasies. Her co-worker Mai-chan, who can miraculously recover from any injury, becomes the focus of horrific, indulgent violence that Miyako is soon drawn into.",Horror,/631oaSK4rC17pDP2jXzkgPRT6qs.jpg,5.167
The Matrix,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.","Action, Science Fiction",/dXNAPwY7VrqMAo51EKhhCJfaGb5.jpg,8.25
The Housemaid,"Trying to escape her past, Millie Calloway accepts a job as a live-in housemaid for the wealthy Nina and Andrew Winchester. But what begins as a dream job quickly unravels into something far more dangerous—a sexy, seductive game of secrets, scandal, and power.","Mystery, Thriller",/cWsBscZzwu5brg9YjNkGewRUvJX.jpg,7.266
Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Animation, Family, Comedy",/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,7.812
Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","Adventure, Action, Science Fiction",/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,8.239
Shelter,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.","Action, Crime, Thriller",/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,7.727
Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.","Animation, Family, Comedy",/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,7.812
Midnight Matinee,"Even though a devastating murder took place during a small town's horror film festival two years earlier, townspeople want another festival.","Horror, Mystery, Thriller, TV Movie",/czam6wq46B9UCZvq85vicElckFq.jpg,5.4
The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.","Drama, Crime",/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,8.687
Abuela tremenda,"Toñi, an eccentric grandmother, gets by between failed businesses and a carefree attitude. Her daughter Daniela, a stressed executive and single mom, wants to keep her away.","Comedy, Family",/7rPJWJNmIPHSppjLMGqjzwpkOs6.jpg,6.4
Hokum,"When novelist Ohm Bauman retreats to a remote inn to scatter his parents' ashes, he is consumed by tales of a witch haunting the honeymoon suite. Disturbing visions and a shocking disappearance forces him to confront dark corners of his past.",Horror,/x6rHcQFiYcczLQPrmxXPAicm54E.jpg,6.87
Lola's Secret,A young man's dreams come true when the sexy new maid seduces him. But she has a secret that leads to trouble.,"Drama, Comedy, Horror",/qaJ4iQngrLbyz9OgaQkJLppDN6m.jpg,7.0
Predator: Badlands,"Cast out from his clan, a young Predator finds an unlikely ally in a damaged android and embarks on a treacherous journey in search of the ultimate adversary.","Action, Science Fiction, Adventure",/pHpq9yNUIo6aDoCXEBzjSolywgz.jpg,7.8
The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","Action, Crime, Thriller",/qJ2tW6WMUDux911r6m7haRef0WH.jpg,8.532
Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.","Adventure, Thriller, Science Fiction",/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,6.438
The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","Adventure, Fantasy, Action",/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,8.437
The Ogre's Bride,"In a Japan where humans and demons co-exist peacefully, Yuzu is an ordinary high school girl who lives in the shadow of her older sister, who is the bride of a demon. One day, she has a life-changing encounter with a beautiful ogre who claims her as his bride.","Romance, Fantasy",/f6uPL4hVIkRrXcDatinVR5BqWCn.jpg,0.0
The Devil Wears Prada,"A young woman from the Midwest gets more than she bargained for when she moves to New York to become a writer and ends up as the assistant to the tyrannical, larger-than-life editor-in-chief of a major fashion magazine.","Drama, Comedy",/8912AsVuS7Sj915apArUFbv6F9L.jpg,7.439
Toy Story 2,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.","Animation, Comedy, Family",/4rbcp3ng8n1MKHjpeqW0L7Fnpzz.jpg,7.615
Farewell My Concubine,"In an epic tale of theater, gender, love and class, two Beijing opera actors navigate political turmoil as their friendship evolves over decades.",Drama,/f54hNIiHNINw3JiUJB2XaQl5wCN.jpg,7.906
Virgin,"Iris, an 18-year old virgin marries Joaquin, a rich widower, because of money. However, when he learns that Iris is not really a virgin, their honeymoon turns to a bloodbath.","Drama, Romance",/iVS3ZiPsKy8Hhc5Dipqgrjmoj2b.jpg,6.519
My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","Drama, Romance, Thriller",/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,7.734
